Customer_ID,Age,Gender,Item_Purchased,Category,Season,Review_Rating
4,21,Male,Skirt,Clothing,Spring,4
4,21,Male,Jeans,Clothing,Winter,4
4,21,Male,Shorts,Outerwear,Fall,3
4,21,Male,Shoes,Footwear,Spring,3
4,21,Male,Jewelry,Accessories,Winter,3
4,21,Male,Hoodie,Clothing,Summer,4
4,21,Male,Shirt,Outerwear,Spring,3
4,21,Male,Pants,Clothing,Fall,5
4,21,Male,Coat,Outerwear,Fall,4
4,21,Male,Backpack,Accessories,Summer,3
4,21,Male,Dress,Clothing,Summer,4
4,21,Male,Jewelry,Accessories,Winter,3
4,21,Male,Sweater,Clothing,Summer,4
4,21,Male,Sandals,Outerwear,Winter,3
4,21,Male,Sweater,Clothing,Winter,4
4,21,Male,Jacket,Clothing,Fall,3
4,21,Male,Jeans,Clothing,Fall,3
4,21,Male,Coat,Outerwear,Summer,3
4,21,Male,Shoes,Footwear,Winter,4
4,21,Male,Sunglasses,Accessories,Fall,3
4,21,Male,Sweater,Clothing,Fall,4
4,21,Male,Coat,Outerwear,Spring,5
4,21,Male,Gloves,Outerwear,Summer,4
4,21,Male,Shoes,Footwear,Spring,3
4,21,Male,Jeans,Clothing,Summer,3
4,21,Male,Skirt,Clothing,Summer,3
4,21,Male,Shoes,Footwear,Winter,3
4,21,Male,Sneakers,Footwear,Spring,4
4,21,Male,Shoes,Footwear,Spring,4
4,21,Male,Hat,Accessories,Spring,3
4,21,Male,Blouse,Clothing,Fall,3
4,21,Male,Skirt,Clothing,Summer,3
4,21,Male,Blouse,Clothing,Fall,4
4,21,Male,Pants,Clothing,Spring,3
4,21,Male,Backpack,Accessories,Spring,4
4,21,Male,Sandals,Outerwear,Fall,3
4,21,Male,Jewelry,Accessories,Fall,4
4,21,Male,Scarf,Accessories,Summer,4
4,21,Male,Scarf,Accessories,Spring,3
5,45,Male,Dress,Clothing,Winter,3
5,45,Male,T-shirt,Clothing,Summer,3
5,45,Male,Pants,Clothing,Winter,2
5,45,Male,Blouse,Clothing,Spring,3
5,45,Male,Shorts,Outerwear,Spring,3
5,45,Male,Blouse,Clothing,Winter,1
5,45,Male,Socks,Clothing,Spring,2
5,45,Male,Jacket,Clothing,Summer,2
5,45,Male,Jacket,Clothing,Winter,3
5,45,Male,Backpack,Accessories,Summer,3
5,45,Male,Dress,Clothing,Fall,3
5,45,Male,Backpack,Accessories,Spring,3
5,45,Male,Shirt,Outerwear,Summer,3
5,45,Male,Jewelry,Accessories,Fall,2
5,45,Male,Boots,Accessories,Fall,3
5,45,Male,Shorts,Outerwear,Summer,3
5,45,Male,Hoodie,Clothing,Spring,3
5,45,Male,Dress,Clothing,Fall,3
5,45,Male,Skirt,Clothing,Winter,3
5,45,Male,Shirt,Outerwear,Summer,2
5,45,Male,Coat,Outerwear,Summer,2
5,45,Male,Coat,Outerwear,Spring,3
5,45,Male,Hoodie,Clothing,Summer,3
5,45,Male,Sunglasses,Accessories,Spring,3
5,45,Male,Coat,Outerwear,Winter,2
5,45,Male,Shirt,Outerwear,Winter,2
5,45,Male,Gloves,Outerwear,Spring,3
5,45,Male,Sweater,Clothing,Winter,2
5,45,Male,Jeans,Clothing,Spring,2
5,45,Male,T-shirt,Clothing,Winter,3
5,45,Male,Sandals,Outerwear,Winter,3
5,45,Male,Boots,Accessories,Fall,3
6,46,Male,Sneakers,Footwear,Summer,3
6,46,Male,Sandals,Outerwear,Fall,3
6,46,Male,Gloves,Outerwear,Winter,3
6,46,Male,Jeans,Clothing,Spring,3
6,46,Male,Hat,Accessories,Winter,3
6,46,Male,Scarf,Accessories,Fall,3
6,46,Male,Jacket,Clothing,Fall,2
6,46,Male,Shirt,Outerwear,Summer,2
6,46,Male,Jewelry,Accessories,Spring,3
6,46,Male,Sweater,Clothing,Fall,3
6,46,Male,Shirt,Outerwear,Fall,1
6,46,Male,Gloves,Outerwear,Fall,3
6,46,Male,Scarf,Accessories,Fall,3
6,46,Male,Jeans,Clothing,Fall,3
6,46,Male,Handbag,Accessories,Winter,3
7,63,Male,Gloves,Outerwear,Fall,3
7,63,Male,Blouse,Clothing,Spring,4
7,63,Male,Jeans,Clothing,Fall,4
7,63,Male,Backpack,Accessories,Winter,3
7,63,Male,Gloves,Outerwear,Summer,3
7,63,Male,Jacket,Clothing,Winter,3
7,63,Male,Sweater,Clothing,Winter,4
7,63,Male,Jewelry,Accessories,Fall,4
7,63,Male,Jewelry,Accessories,Summer,3
7,63,Male,Belt,Outerwear,Winter,4
7,63,Male,Coat,Outerwear,Spring,4
7,63,Male,Backpack,Accessories,Winter,4
7,63,Male,Scarf,Accessories,Fall,4
7,63,Male,Jeans,Clothing,Spring,3
7,63,Male,Dress,Clothing,Summer,3
7,63,Male,Jeans,Clothing,Winter,2
7,63,Male,Gloves,Outerwear,Winter,3
7,63,Male,Jeans,Clothing,Spring,4
7,63,Male,Hoodie,Clothing,Summer,4
7,63,Male,Belt,Outerwear,Summer,4
7,63,Male,Sunglasses,Accessories,Summer,3
7,63,Male,Gloves,Outerwear,Winter,3
7,63,Male,Pants,Clothing,Summer,4
7,63,Male,Backpack,Accessories,Winter,3
7,63,Male,Skirt,Clothing,Spring,3
7,63,Male,Scarf,Accessories,Winter,3
7,63,Male,Jacket,Clothing,Spring,3
7,63,Male,Sweater,Clothing,Fall,3
7,63,Male,Shirt,Outerwear,Winter,4
7,63,Male,Jacket,Clothing,Spring,3
7,63,Male,Belt,Outerwear,Summer,4
7,63,Male,Socks,Clothing,Fall,4
7,63,Male,Belt,Outerwear,Fall,3
7,63,Male,Belt,Outerwear,Spring,4
7,63,Male,Jeans,Clothing,Spring,3
7,63,Male,Gloves,Outerwear,Winter,4
7,63,Male,Socks,Clothing,Fall,3
7,63,Male,Backpack,Accessories,Summer,3
7,63,Male,Sandals,Outerwear,Winter,4
7,63,Male,Coat,Outerwear,Summer,3
7,63,Male,Scarf,Accessories,Fall,4
7,63,Male,Boots,Accessories,Winter,3
7,63,Male,Pants,Clothing,Winter,3
7,63,Male,Shirt,Outerwear,Fall,3
7,63,Male,Jewelry,Accessories,Summer,3
7,63,Male,Shoes,Footwear,Winter,3
7,63,Male,Shoes,Footwear,Fall,3
7,63,Male,Sunglasses,Accessories,Fall,3
7,63,Male,Jewelry,Accessories,Fall,3
7,63,Male,Hat,Accessories,Summer,2
8,27,Female,Socks,Clothing,Fall,3
8,27,Female,Pants,Clothing,Spring,3
8,27,Female,T-shirt,Clothing,Winter,4
8,27,Female,Backpack,Accessories,Fall,2
8,27,Female,Jewelry,Accessories,Winter,2
8,27,Female,Scarf,Accessories,Winter,4
8,27,Female,Jewelry,Accessories,Summer,3
8,27,Female,Skirt,Clothing,Summer,3
8,27,Female,Hat,Accessories,Summer,3
8,27,Female,Sweater,Clothing,Fall,3
8,27,Female,Skirt,Clothing,Winter,3
8,27,Female,Jeans,Clothing,Fall,4
8,27,Female,Sneakers,Footwear,Winter,3
8,27,Female,Handbag,Accessories,Spring,4
8,27,Female,Shoes,Footwear,Summer,4
8,27,Female,Jacket,Clothing,Winter,3
8,27,Female,Socks,Clothing,Fall,4
8,27,Female,Skirt,Clothing,Spring,3
8,27,Female,Handbag,Accessories,Summer,3
8,27,Female,Shorts,Outerwear,Winter,3
9,26,Female,Jeans,Clothing,Summer,3
9,26,Female,Handbag,Accessories,Fall,2
9,26,Female,Socks,Clothing,Summer,3
9,26,Female,Dress,Clothing,Summer,2
9,26,Female,Hoodie,Clothing,Summer,2
9,26,Female,Boots,Accessories,Fall,3
9,26,Female,Gloves,Outerwear,Summer,2
9,26,Female,Shirt,Outerwear,Spring,3
9,26,Female,Coat,Outerwear,Summer,3
10,57,Male,Sandals,Outerwear,Winter,5
10,57,Male,Hat,Accessories,Winter,5
10,57,Male,Handbag,Accessories,Spring,5
10,57,Male,Jeans,Clothing,Fall,5
10,57,Male,Hoodie,Clothing,Summer,5
11,53,Female,Shorts,Outerwear,Fall,4
11,53,Female,Handbag,Accessories,Fall,4
11,53,Female,T-shirt,Clothing,Summer,4
11,53,Female,Skirt,Clothing,Summer,4
11,53,Female,Jeans,Clothing,Summer,5
11,53,Female,Shirt,Outerwear,Winter,4
11,53,Female,Shorts,Outerwear,Fall,5
11,53,Female,Shorts,Outerwear,Winter,4
11,53,Female,Coat,Outerwear,Winter,4
11,53,Female,Gloves,Outerwear,Winter,3
11,53,Female,Skirt,Clothing,Fall,4
11,53,Female,Hoodie,Clothing,Winter,4
11,53,Female,Scarf,Accessories,Spring,4
11,53,Female,Gloves,Outerwear,Winter,4
11,53,Female,Hoodie,Clothing,Spring,5
11,53,Female,Skirt,Clothing,Summer,4
11,53,Female,Boots,Accessories,Spring,4
11,53,Female,T-shirt,Clothing,Summer,4
11,53,Female,Belt,Outerwear,Spring,4
11,53,Female,Shorts,Outerwear,Fall,4
11,53,Female,Boots,Accessories,Spring,4
11,53,Female,Hat,Accessories,Summer,4
11,53,Female,Hoodie,Clothing,Spring,5
11,53,Female,Sneakers,Footwear,Winter,4
11,53,Female,Backpack,Accessories,Summer,5
11,53,Female,Shoes,Footwear,Fall,4
11,53,Female,Handbag,Accessories,Winter,5
12,30,Female,Shorts,Outerwear,Winter,5
12,30,Female,Sunglasses,Accessories,Spring,5
12,30,Female,Backpack,Accessories,Winter,5
12,30,Female,Dress,Clothing,Fall,5
12,30,Female,Belt,Outerwear,Spring,5
12,30,Female,Jewelry,Accessories,Summer,5
12,30,Female,Boots,Accessories,Fall,5
12,30,Female,Socks,Clothing,Summer,5
12,30,Female,Shoes,Footwear,Winter,4
12,30,Female,T-shirt,Clothing,Spring,5
12,30,Female,Scarf,Accessories,Summer,4
13,61,Male,Hat,Accessories,Fall,4
13,61,Male,Boots,Accessories,Spring,5
13,61,Male,Handbag,Accessories,Winter,4
13,61,Male,Dress,Clothing,Fall,5
13,61,Male,Shirt,Outerwear,Winter,4
13,61,Male,Shoes,Footwear,Spring,4
13,61,Male,Jeans,Clothing,Summer,4
13,61,Male,T-shirt,Clothing,Winter,4
13,61,Male,Shorts,Outerwear,Spring,4
13,61,Male,Gloves,Outerwear,Summer,5
13,61,Male,Scarf,Accessories,Winter,4
13,61,Male,Skirt,Clothing,Fall,5
13,61,Male,T-shirt,Clothing,Spring,5
13,61,Male,Backpack,Accessories,Summer,4
13,61,Male,Handbag,Accessories,Spring,5
13,61,Male,T-shirt,Clothing,Summer,5
13,61,Male,Socks,Clothing,Summer,5
13,61,Male,Shirt,Outerwear,Summer,5
13,61,Male,Shoes,Footwear,Fall,5
13,61,Male,Shoes,Footwear,Summer,5
13,61,Male,Gloves,Outerwear,Spring,3
13,61,Male,Sunglasses,Accessories,Spring,4
13,61,Male,Coat,Outerwear,Fall,5
13,61,Male,Hoodie,Clothing,Fall,5
13,61,Male,Skirt,Clothing,Fall,5
13,61,Male,Backpack,Accessories,Fall,5
13,61,Male,Sweater,Clothing,Summer,4
13,61,Male,Hoodie,Clothing,Fall,5
13,61,Male,Jewelry,Accessories,Fall,4
13,61,Male,Shorts,Outerwear,Summer,4
13,61,Male,Backpack,Accessories,Fall,5
13,61,Male,Handbag,Accessories,Summer,5
13,61,Male,Jacket,Clothing,Spring,5
13,61,Male,Hat,Accessories,Spring,4
13,61,Male,Skirt,Clothing,Fall,5
13,61,Male,Scarf,Accessories,Summer,5
13,61,Male,Hoodie,Clothing,Winter,3
13,61,Male,Coat,Outerwear,Winter,4
14,65,Male,Sunglasses,Accessories,Fall,4
14,65,Male,T-shirt,Clothing,Fall,5
14,65,Male,Scarf,Accessories,Fall,4
14,65,Male,Sandals,Outerwear,Fall,5
14,65,Male,Boots,Accessories,Fall,5
14,65,Male,Dress,Clothing,Winter,4
14,65,Male,Gloves,Outerwear,Fall,4
14,65,Male,Scarf,Accessories,Summer,5
14,65,Male,Shorts,Outerwear,Spring,4
14,65,Male,Socks,Clothing,Summer,4
14,65,Male,Gloves,Outerwear,Summer,5
14,65,Male,Sandals,Outerwear,Winter,5
14,65,Male,Jacket,Clothing,Summer,5
14,65,Male,Boots,Accessories,Spring,4
14,65,Male,T-shirt,Clothing,Winter,5
14,65,Male,Pants,Clothing,Fall,4
14,65,Male,Handbag,Accessories,Summer,5
14,65,Male,Handbag,Accessories,Fall,5
14,65,Male,Shorts,Outerwear,Winter,5
14,65,Male,Skirt,Clothing,Fall,5
14,65,Male,Boots,Accessories,Winter,5
14,65,Male,Jacket,Clothing,Winter,5
14,65,Male,Hoodie,Clothing,Fall,5
14,65,Male,T-shirt,Clothing,Summer,4
14,65,Male,Jewelry,Accessories,Summer,4
14,65,Male,Jeans,Clothing,Summer,5
14,65,Male,Jeans,Clothing,Fall,5
14,65,Male,Belt,Outerwear,Fall,5
14,65,Male,Jewelry,Accessories,Fall,4
14,65,Male,Shirt,Outerwear,Winter,5
14,65,Male,Blouse,Clothing,Summer,5
14,65,Male,Dress,Clothing,Spring,5
15,64,Male,Boots,Accessories,Fall,5
15,64,Male,Shorts,Outerwear,Fall,5
15,64,Male,Shoes,Footwear,Summer,5
15,64,Male,Sunglasses,Accessories,Fall,5
15,64,Male,Sandals,Outerwear,Spring,5
15,64,Male,Jewelry,Accessories,Summer,4
15,64,Male,Pants,Clothing,Winter,4
15,64,Male,Dress,Clothing,Summer,5
15,64,Male,Shoes,Footwear,Summer,4
15,64,Male,Boots,Accessories,Summer,4
15,64,Male,Gloves,Outerwear,Summer,4
15,64,Male,Coat,Outerwear,Spring,5
15,64,Male,Hoodie,Clothing,Winter,5
15,64,Male,Skirt,Clothing,Summer,4
15,64,Male,Belt,Outerwear,Spring,5
15,64,Male,Jeans,Clothing,Fall,4
15,64,Male,Sweater,Clothing,Summer,5
15,64,Male,Belt,Outerwear,Winter,5
15,64,Male,Shirt,Outerwear,Summer,5
15,64,Male,Sweater,Clothing,Spring,5
15,64,Male,Blouse,Clothing,Winter,3
15,64,Male,Skirt,Clothing,Fall,5
15,64,Male,Hoodie,Clothing,Winter,4
15,64,Male,Backpack,Accessories,Winter,5
15,64,Male,Sunglasses,Accessories,Summer,5
15,64,Male,Jeans,Clothing,Fall,5
15,64,Male,Scarf,Accessories,Summer,4
15,64,Male,Sandals,Outerwear,Winter,5
15,64,Male,Jewelry,Accessories,Winter,5
15,64,Male,Shoes,Footwear,Winter,5
15,64,Male,Sandals,Outerwear,Fall,4
15,64,Male,Handbag,Accessories,Winter,5
15,64,Male,Blouse,Clothing,Summer,5
15,64,Male,Coat,Outerwear,Winter,5
15,64,Male,Sandals,Outerwear,Winter,4
16,64,Female,Handbag,Accessories,Spring,2
16,64,Female,Shoes,Footwear,Spring,3
16,64,Female,Gloves,Outerwear,Fall,3
16,64,Female,Boots,Accessories,Spring,3
16,64,Female,Jewelry,Accessories,Spring,3
16,64,Female,Sneakers,Footwear,Summer,3
16,64,Female,Blouse,Clothing,Winter,3
16,64,Female,Skirt,Clothing,Winter,2
16,64,Female,Skirt,Clothing,Winter,3
17,25,Male,Sandals,Outerwear,Spring,4
17,25,Male,Backpack,Accessories,Summer,4
17,25,Male,Hoodie,Clothing,Spring,3
17,25,Male,Hoodie,Clothing,Fall,4
17,25,Male,Scarf,Accessories,Winter,4
17,25,Male,Sandals,Outerwear,Winter,4
17,25,Male,Backpack,Accessories,Fall,4
17,25,Male,Jewelry,Accessories,Winter,4
17,25,Male,Hoodie,Clothing,Summer,4
17,25,Male,T-shirt,Clothing,Spring,4
17,25,Male,Jacket,Clothing,Fall,4
17,25,Male,Jeans,Clothing,Spring,4
17,25,Male,Dress,Clothing,Spring,4
17,25,Male,Shoes,Footwear,Summer,3
17,25,Male,Jeans,Clothing,Summer,3
17,25,Male,Blouse,Clothing,Summer,5
17,25,Male,Hat,Accessories,Spring,4
17,25,Male,Scarf,Accessories,Summer,4
17,25,Male,Sunglasses,Accessories,Spring,3
17,25,Male,Belt,Outerwear,Winter,4
17,25,Male,Boots,Accessories,Fall,3
17,25,Male,Hat,Accessories,Summer,4
17,25,Male,Boots,Accessories,Spring,4
17,25,Male,Jewelry,Accessories,Summer,4
17,25,Male,Boots,Accessories,Fall,4
17,25,Male,Blouse,Clothing,Winter,4
17,25,Male,Sunglasses,Accessories,Fall,4
17,25,Male,Shoes,Footwear,Fall,4
17,25,Male,T-shirt,Clothing,Spring,4
17,25,Male,Sunglasses,Accessories,Summer,3
17,25,Male,Handbag,Accessories,Summer,4
17,25,Male,Jewelry,Accessories,Summer,5
17,25,Male,Sunglasses,Accessories,Spring,4
17,25,Male,Jacket,Clothing,Spring,4
17,25,Male,Pants,Clothing,Winter,4
17,25,Male,Sneakers,Footwear,Spring,5
17,25,Male,Shirt,Outerwear,Fall,4
17,25,Male,Hat,Accessories,Winter,5
17,25,Male,Jewelry,Accessories,Winter,4
17,25,Male,Blouse,Clothing,Summer,4
17,25,Male,Coat,Outerwear,Winter,4
17,25,Male,Sunglasses,Accessories,Summer,4
17,25,Male,Shoes,Footwear,Fall,4
17,25,Male,Boots,Accessories,Spring,4
17,25,Male,Scarf,Accessories,Fall,5
18,53,Male,Sneakers,Footwear,Fall,5
18,53,Male,Boots,Accessories,Fall,4
18,53,Male,Sweater,Clothing,Winter,4
18,53,Male,Blouse,Clothing,Summer,5
18,53,Male,Sunglasses,Accessories,Fall,4
18,53,Male,Shirt,Outerwear,Summer,5
18,53,Male,Jacket,Clothing,Spring,5
18,53,Male,Jacket,Clothing,Winter,5
18,53,Male,Shirt,Outerwear,Summer,5
18,53,Male,Boots,Accessories,Spring,5
18,53,Male,Sweater,Clothing,Summer,5
18,53,Male,Shoes,Footwear,Spring,4
18,53,Male,Belt,Outerwear,Fall,5
18,53,Male,Dress,Clothing,Winter,5
18,53,Male,Jacket,Clothing,Fall,5
18,53,Male,Shirt,Outerwear,Spring,5
18,53,Male,Sunglasses,Accessories,Fall,5
18,53,Male,T-shirt,Clothing,Fall,5
18,53,Male,Jewelry,Accessories,Fall,4
18,53,Male,Sneakers,Footwear,Summer,5
18,53,Male,Skirt,Clothing,Summer,5
18,53,Male,Pants,Clothing,Winter,4
18,53,Male,Coat,Outerwear,Winter,5
18,53,Male,Hat,Accessories,Summer,5
18,53,Male,Belt,Outerwear,Fall,5
18,53,Male,Boots,Accessories,Summer,5
18,53,Male,Jewelry,Accessories,Summer,4
18,53,Male,Sneakers,Footwear,Winter,5
18,53,Male,Hat,Accessories,Spring,5
18,53,Male,Blouse,Clothing,Summer,5
18,53,Male,Skirt,Clothing,Spring,4
18,53,Male,Jewelry,Accessories,Spring,5
18,53,Male,Skirt,Clothing,Winter,5
18,53,Male,Shoes,Footwear,Winter,4
18,53,Male,Shirt,Outerwear,Spring,5
18,53,Male,Shorts,Outerwear,Fall,5
18,53,Male,Shirt,Outerwear,Summer,5
19,52,Female,Sweater,Clothing,Summer,5
19,52,Female,Hoodie,Clothing,Spring,5
19,52,Female,Sneakers,Footwear,Fall,5
19,52,Female,Hoodie,Clothing,Summer,4
19,52,Female,Coat,Outerwear,Fall,5
19,52,Female,Sandals,Outerwear,Fall,4
19,52,Female,Sneakers,Footwear,Fall,5
19,52,Female,Belt,Outerwear,Winter,4
19,52,Female,Hat,Accessories,Summer,5
19,52,Female,Jacket,Clothing,Spring,5
19,52,Female,Jacket,Clothing,Fall,4
19,52,Female,Sandals,Outerwear,Spring,5
19,52,Female,Dress,Clothing,Winter,4
19,52,Female,Boots,Accessories,Summer,5
19,52,Female,Hoodie,Clothing,Summer,4
19,52,Female,Sweater,Clothing,Fall,5
19,52,Female,Shoes,Footwear,Spring,4
19,52,Female,Socks,Clothing,Summer,5
20,66,Female,Skirt,Clothing,Spring,4
20,66,Female,Socks,Clothing,Fall,4
20,66,Female,T-shirt,Clothing,Summer,3
20,66,Female,Shorts,Outerwear,Winter,4
20,66,Female,Sandals,Outerwear,Summer,3
20,66,Female,Hat,Accessories,Winter,3
20,66,Female,Handbag,Accessories,Summer,3
20,66,Female,Belt,Outerwear,Winter,4
20,66,Female,Hoodie,Clothing,Winter,4
20,66,Female,Hat,Accessories,Spring,3
20,66,Female,Sweater,Clothing,Spring,3
20,66,Female,Sandals,Outerwear,Winter,3
20,66,Female,Coat,Outerwear,Summer,3
20,66,Female,Belt,Outerwear,Summer,4
20,66,Female,Sandals,Outerwear,Winter,3
20,66,Female,Blouse,Clothing,Fall,3
20,66,Female,Gloves,Outerwear,Spring,4
20,66,Female,Jewelry,Accessories,Spring,2
20,66,Female,Handbag,Accessories,Winter,3
20,66,Female,Dress,Clothing,Fall,4
20,66,Female,Handbag,Accessories,Winter,4
20,66,Female,Shirt,Outerwear,Fall,4
20,66,Female,Boots,Accessories,Spring,3
20,66,Female,Belt,Outerwear,Summer,3
20,66,Female,Jacket,Clothing,Fall,4
20,66,Female,Belt,Outerwear,Spring,3
20,66,Female,Sneakers,Footwear,Summer,4
20,66,Female,Pants,Clothing,Summer,3
20,66,Female,Belt,Outerwear,Summer,3
20,66,Female,Shoes,Footwear,Summer,3
20,66,Female,Sandals,Outerwear,Summer,3
20,66,Female,Coat,Outerwear,Fall,3
20,66,Female,Hoodie,Clothing,Winter,4
20,66,Female,Shoes,Footwear,Winter,3
20,66,Female,Coat,Outerwear,Fall,4
20,66,Female,Boots,Accessories,Fall,4
20,66,Female,Sneakers,Footwear,Winter,3
20,66,Female,Jewelry,Accessories,Winter,3
20,66,Female,Hat,Accessories,Spring,4
20,66,Female,Sunglasses,Accessories,Spring,2
20,66,Female,Pants,Clothing,Summer,3
20,66,Female,Pants,Clothing,Spring,4
20,66,Female,Sunglasses,Accessories,Winter,4
20,66,Female,Dress,Clothing,Winter,2
20,66,Female,Sunglasses,Accessories,Winter,3
20,66,Female,Jewelry,Accessories,Winter,4
20,66,Female,Hoodie,Clothing,Spring,3
21,21,Male,Belt,Outerwear,Fall,3
21,21,Male,Handbag,Accessories,Summer,3
21,21,Male,Sweater,Clothing,Spring,2
21,21,Male,Hat,Accessories,Fall,3
21,21,Male,Jewelry,Accessories,Winter,3
21,21,Male,Sunglasses,Accessories,Summer,2
21,21,Male,Jacket,Clothing,Spring,3
21,21,Male,Handbag,Accessories,Summer,2
21,21,Male,Skirt,Clothing,Spring,3
21,21,Male,Shorts,Outerwear,Summer,3
21,21,Male,Scarf,Accessories,Summer,2
21,21,Male,Backpack,Accessories,Fall,3
21,21,Male,Sandals,Outerwear,Fall,3
21,21,Male,Socks,Clothing,Spring,2
21,21,Male,Dress,Clothing,Spring,2
21,21,Male,Shorts,Outerwear,Spring,3
21,21,Male,Gloves,Outerwear,Fall,3
21,21,Male,Belt,Outerwear,Winter,3
21,21,Male,Backpack,Accessories,Winter,3
21,21,Male,Pants,Clothing,Winter,3
21,21,Male,Belt,Outerwear,Winter,2
21,21,Male,Shorts,Outerwear,Fall,3
21,21,Male,Blouse,Clothing,Spring,3
21,21,Male,Shirt,Outerwear,Spring,4
21,21,Male,Pants,Clothing,Winter,4
21,21,Male,Sandals,Outerwear,Fall,2
21,21,Male,Pants,Clothing,Winter,3
21,21,Male,Skirt,Clothing,Fall,3
21,21,Male,Sneakers,Footwear,Spring,3
21,21,Male,Shorts,Outerwear,Fall,3
21,21,Male,Belt,Outerwear,Summer,2
21,21,Male,Jewelry,Accessories,Winter,2
21,21,Male,Skirt,Clothing,Summer,3
21,21,Male,Pants,Clothing,Summer,3
21,21,Male,Scarf,Accessories,Spring,3
21,21,Male,Hoodie,Clothing,Summer,3
21,21,Male,Dress,Clothing,Fall,2
21,21,Male,Pants,Clothing,Summer,3
21,21,Male,Socks,Clothing,Winter,3
21,21,Male,Sweater,Clothing,Summer,3
21,21,Male,T-shirt,Clothing,Winter,3
21,21,Male,Shoes,Footwear,Fall,2
21,21,Male,Hat,Accessories,Spring,3
21,21,Male,Shoes,Footwear,Summer,3
21,21,Male,Handbag,Accessories,Winter,3
21,21,Male,Skirt,Clothing,Summer,2
21,21,Male,Dress,Clothing,Fall,2
21,21,Male,Shirt,Outerwear,Winter,3
21,21,Male,Blouse,Clothing,Spring,3
21,21,Male,Sunglasses,Accessories,Fall,3
21,21,Male,Sandals,Outerwear,Summer,3
22,31,Female,Backpack,Accessories,Fall,4
22,31,Female,Blouse,Clothing,Summer,5
22,31,Female,Sneakers,Footwear,Fall,4
22,31,Female,Scarf,Accessories,Spring,4
22,31,Female,Coat,Outerwear,Winter,4
22,31,Female,Blouse,Clothing,Fall,4
22,31,Female,Socks,Clothing,Summer,4
22,31,Female,Shirt,Outerwear,Fall,4
22,31,Female,Handbag,Accessories,Spring,3
22,31,Female,Coat,Outerwear,Fall,4
22,31,Female,Jacket,Clothing,Winter,4
22,31,Female,Jeans,Clothing,Summer,4
22,31,Female,Sweater,Clothing,Spring,4
22,31,Female,Scarf,Accessories,Winter,4
22,31,Female,Belt,Outerwear,Fall,4
22,31,Female,Dress,Clothing,Summer,3
22,31,Female,Socks,Clothing,Summer,4
22,31,Female,Boots,Accessories,Fall,4
22,31,Female,Shorts,Outerwear,Spring,4
22,31,Female,Shorts,Outerwear,Summer,4
22,31,Female,Belt,Outerwear,Summer,4
22,31,Female,Dress,Clothing,Winter,5
22,31,Female,Pants,Clothing,Winter,4
23,56,Male,Pants,Clothing,Summer,3
23,56,Male,Jeans,Clothing,Fall,2
23,56,Male,Skirt,Clothing,Winter,4
23,56,Male,Blouse,Clothing,Fall,3
