Customer_ID,Số SP Mua Thực Tế,Số SP Được Gợi Ý,Số SP Đúng,Precision,SP Đã Mua,SP Được Gợi Ý,SP Đúng
155,18,18,13,0.7222222222222222,"Sunglasses, Sneakers, Gloves, Socks, Sandals, Hoodie, Dress, Blouse, T-shirt, Pants, Skirt, Boots, Jewelry, Sweater, Shirt, Jacket, Hat, Belt","Sneakers, Belt, Coat, Shorts, Gloves, Shoes, Sandals, Sweater, Dress, Skirt, Blouse, Hoodie, Jacket, Jeans, Pants, Backpack, Sunglasses, Jewelry","Belt, Pants, Sandals, Jacket, Sneakers, Skirt, Gloves, Dress, Sweater, Blouse, Hoodie, Jewelry, Sunglasses"
173,23,23,21,0.9130434782608695,"Sneakers, Sandals, Gloves, Sweater, Blouse, Coat, Belt, Hat, Handbag, Shirt, Backpack, T-shirt, Dress, Pants, Jacket, Skirt, Socks, Jewelry, Scarf, Shoes, Sunglasses, Shorts, Boots","Backpack, Handbag, Jewelry, Scarf, Gloves, Shoes, Skirt, Sneakers, Belt, Sweater, Coat, Hat, Shorts, Sunglasses, Jeans, Boots, Dress, Pants, Hoodie, Shirt, Socks, Blouse, Sandals","Pants, Hat, Handbag, Gloves, Shoes, Coat, Sandals, Shirt, Dress, Sweater, Belt, Skirt, Scarf, Backpack, Jewelry, Sunglasses, Sneakers, Boots, Shorts, Blouse, Socks"
174,20,20,15,0.75,"Jewelry, Shorts, Gloves, Jacket, Backpack, Belt, Sandals, Blouse, Skirt, Sweater, Sunglasses, Boots, Shirt, Socks, Sneakers, Handbag, T-shirt, Hat, Shoes, Coat","Gloves, Skirt, Coat, Sweater, Belt, Shorts, Dress, Jacket, Backpack, Sandals, Hoodie, Blouse, Pants, Jeans, T-shirt, Jewelry, Shirt, Sunglasses, Scarf, Sneakers","Coat, Belt, Sandals, Jacket, Shorts, Shirt, Skirt, T-shirt, Gloves, Backpack, Sunglasses, Sweater, Blouse, Jewelry, Sneakers"
195,12,12,6,0.5,"Hat, Backpack, Hoodie, Belt, Sweater, Scarf, Skirt, T-shirt, Blouse, Shorts, Sandals, Pants","Backpack, Gloves, Coat, Skirt, Jewelry, Shorts, Handbag, Scarf, Sunglasses, Sweater, Belt, Shoes","Belt, Shorts, Skirt, Scarf, Backpack, Sweater"
212,21,21,17,0.8095238095238095,"Sweater, Boots, Scarf, Jewelry, Skirt, Sneakers, Blouse, Backpack, Jeans, Dress, Hat, Hoodie, Shirt, Coat, Gloves, Sandals, Belt, Socks, T-shirt, Pants, Sunglasses","Jewelry, Gloves, Scarf, Skirt, Dress, Hoodie, Backpack, Handbag, Sunglasses, Boots, T-shirt, Sweater, Blouse, Coat, Pants, Shorts, Jacket, Shirt, Shoes, Hat, Sneakers","Boots, Coat, Pants, Shirt, Hat, Skirt, Scarf, T-shirt, Gloves, Dress, Sunglasses, Sweater, Blouse, Hoodie, Jewelry, Backpack, Sneakers"
269,15,15,10,0.6666666666666666,"Backpack, Skirt, Hoodie, Hat, Sneakers, Boots, Jeans, Sweater, Dress, Belt, Coat, T-shirt, Shoes, Handbag, Blouse","Jewelry, Gloves, Scarf, Skirt, Dress, Hoodie, Backpack, Sunglasses, Handbag, T-shirt, Boots, Sweater, Blouse, Coat, Pants","Boots, Coat, Skirt, Handbag, T-shirt, Dress, Sweater, Blouse, Hoodie, Backpack"
278,20,20,15,0.75,"Boots, Skirt, Jacket, Hat, Belt, Shoes, Socks, Jewelry, Handbag, Pants, Shirt, Coat, Hoodie, Sunglasses, Backpack, T-shirt, Sneakers, Jeans, Scarf, Shorts","Gloves, Skirt, Dress, Sweater, Belt, Hoodie, Sneakers, Shoes, T-shirt, Backpack, Jewelry, Shirt, Scarf, Coat, Shorts, Handbag, Jeans, Blouse, Sandals, Jacket","Shoes, Coat, Belt, Jacket, Shorts, Jeans, Shirt, Skirt, Scarf, Handbag, T-shirt, Backpack, Hoodie, Jewelry, Sneakers"
281,15,15,8,0.5333333333333333,"Sandals, Jewelry, Handbag, Sweater, Pants, Blouse, Shorts, Socks, Shirt, Boots, Coat, Scarf, Shoes, Sneakers, Backpack","Coat, Belt, Sneakers, Shorts, Gloves, Sandals, Shoes, Sweater, Dress, Blouse, Skirt, Hoodie, Jacket, Pants, Jeans","Shoes, Coat, Pants, Sandals, Shorts, Blouse, Sweater, Sneakers"
291,23,23,21,0.9130434782608695,"Handbag, Shirt, Socks, Sweater, Blouse, Pants, Hoodie, Jacket, Coat, Sunglasses, Shorts, T-shirt, Belt, Sandals, Gloves, Scarf, Shoes, Jewelry, Skirt, Dress, Backpack, Hat, Sneakers","Backpack, Gloves, Coat, Skirt, Jewelry, Shorts, Handbag, Scarf, Sunglasses, Sweater, Belt, Shoes, Sneakers, Pants, Jeans, Hat, Dress, Jacket, Blouse, Sandals, Hoodie, Boots, Socks","Pants, Hat, Handbag, Gloves, Shoes, Coat, Sandals, Jacket, Dress, Sweater, Belt, Scarf, Skirt, Backpack, Jewelry, Sneakers, Sunglasses, Shorts, Blouse, Socks, Hoodie"
313,6,6,0,0.0,"Shirt, Skirt, Socks, Pants, Backpack, Blouse","Sneakers, Belt, Coat, Shorts, Gloves, Shoes",
317,23,23,21,0.9130434782608695,"Hat, Dress, Blouse, Sneakers, Skirt, Coat, Gloves, Sunglasses, Handbag, Belt, T-shirt, Sweater, Shirt, Socks, Shoes, Boots, Scarf, Jacket, Jeans, Pants, Backpack, Jewelry, Sandals","Sneakers, Shoes, Belt, Gloves, Shorts, Coat, Sweater, Backpack, Handbag, Sandals, Skirt, Jewelry, Dress, Jeans, Hoodie, Shirt, Scarf, Hat, Blouse, Pants, Sunglasses, Jacket, Boots","Pants, Jeans, Hat, Handbag, Gloves, Shoes, Coat, Sandals, Jacket, Shirt, Dress, Sweater, Belt, Skirt, Scarf, Backpack, Jewelry, Sneakers, Sunglasses, Boots, Blouse"
324,17,17,11,0.6470588235294118,"Shirt, Boots, Skirt, Jacket, Socks, Shorts, Pants, Handbag, Coat, Hoodie, Gloves, Sweater, Sneakers, Belt, T-shirt, Jeans, Blouse","Gloves, Dress, Hoodie, Jewelry, Sunglasses, Skirt, Blouse, Jacket, Scarf, Pants, Coat, T-shirt, Shorts, Sandals, Backpack, Sweater, Boots","Boots, Coat, Pants, Jacket, Shorts, Skirt, T-shirt, Gloves, Blouse, Sweater, Hoodie"
325,20,20,16,0.8,"Shirt, Jacket, Handbag, Hat, Shorts, Dress, Boots, Pants, Sunglasses, Blouse, Skirt, Shoes, Socks, T-shirt, Belt, Gloves, Sandals, Backpack, Coat, Sneakers","Sneakers, Belt, Coat, Shorts, Gloves, Shoes, Sandals, Sweater, Dress, Blouse, Skirt, Hoodie, Jacket, Jeans, Pants, Backpack, Sunglasses, Jewelry, Shirt, Hat","Shoes, Coat, Belt, Pants, Sandals, Jacket, Shorts, Shirt, Sneakers, Hat, Skirt, Gloves, Dress, Blouse, Backpack, Sunglasses"
334,13,13,7,0.5384615384615384,"Sandals, Blouse, Socks, Sweater, Backpack, Hoodie, Shirt, Shorts, Belt, Hat, Sneakers, Skirt, Scarf","Sneakers, Shoes, Belt, Gloves, Shorts, Sweater, Coat, Backpack, Handbag, Skirt, Sandals, Jewelry, Dress","Belt, Sandals, Shorts, Skirt, Backpack, Sweater, Sneakers"
337,13,13,8,0.6153846153846154,"T-shirt, Hat, Dress, Shoes, Shirt, Belt, Jacket, Coat, Sandals, Gloves, Jeans, Scarf, Sweater","Belt, Sneakers, Coat, Shorts, Gloves, Shoes, Sandals, Sweater, Dress, Skirt, Blouse, Hoodie, Jacket","Shoes, Coat, Belt, Sandals, Jacket, Gloves, Dress, Sweater"
348,20,20,17,0.85,"Shirt, Pants, Handbag, Sweater, Scarf, Jewelry, Dress, Skirt, Sandals, Shorts, Jacket, Jeans, Blouse, Sunglasses, Shoes, Hat, Coat, T-shirt, Gloves, Belt","Sneakers, Shoes, Belt, Gloves, Shorts, Sweater, Coat, Backpack, Handbag, Sandals, Skirt, Dress, Jewelry, Jeans, Hoodie, Shirt, Scarf, Blouse, Hat, Pants","Shoes, Coat, Belt, Pants, Sandals, Shorts, Jeans, Shirt, Hat, Scarf, Skirt, Handbag, Gloves, Dress, Sweater, Blouse, Jewelry"
353,10,10,4,0.4,"Jeans, T-shirt, Boots, Skirt, Jewelry, Dress, Hat, Sweater, Shoes, Blouse","Gloves, Dress, Skirt, Hoodie, Sweater, T-shirt, Belt, Coat, Shorts, Jacket","Sweater, T-shirt, Dress, Skirt"
362,19,19,13,0.6842105263157895,"Gloves, Sunglasses, Belt, Skirt, Jeans, T-shirt, Sandals, Hat, Handbag, Boots, Jewelry, Sneakers, Shoes, Shorts, Scarf, Backpack, Sweater, Pants, Blouse","Gloves, Dress, Hoodie, Jewelry, Skirt, Sunglasses, Blouse, Jacket, Pants, Coat, Scarf, T-shirt, Shorts, Sandals, Backpack, Sweater, Boots, Shirt, Socks","Boots, Pants, Sandals, Shorts, Skirt, Scarf, T-shirt, Gloves, Backpack, Sweater, Blouse, Jewelry, Sunglasses"
382,4,4,1,0.25,"Backpack, Jewelry, Scarf, Skirt","Gloves, Dress, Hoodie, Jewelry",Jewelry
385,6,6,3,0.5,"Sweater, Sneakers, Dress, Skirt, Backpack, Hoodie","Jewelry, Gloves, Scarf, Skirt, Dress, Hoodie","Hoodie, Skirt, Dress"
389,9,9,5,0.5555555555555556,"Handbag, Gloves, Backpack, Skirt, Dress, Sweater, Jacket, Sunglasses, Sandals","Gloves, Skirt, Belt, Sweater, Backpack, Coat, Dress, Shorts, Sneakers","Dress, Skirt, Gloves, Backpack, Sweater"
392,16,16,11,0.6875,"Pants, Scarf, Backpack, Dress, Handbag, Coat, Sweater, Shorts, Blouse, Shirt, Gloves, Skirt, Sunglasses, Hoodie, Hat, Sandals","Sneakers, Belt, Coat, Shorts, Gloves, Shoes, Sandals, Sweater, Dress, Skirt, Blouse, Hoodie, Jacket, Jeans, Pants, Backpack","Coat, Pants, Sandals, Shorts, Skirt, Gloves, Dress, Sweater, Blouse, Hoodie, Backpack"
395,6,6,1,0.16666666666666666,"Backpack, Dress, Hat, Skirt, Scarf, Gloves","Belt, Sneakers, Coat, Shorts, Gloves, Shoes",Gloves
407,9,9,5,0.5555555555555556,"Coat, Skirt, Gloves, Backpack, Hoodie, Jacket, Sneakers, Shirt, Belt","Backpack, Handbag, Jewelry, Scarf, Gloves, Shoes, Skirt, Sneakers, Belt","Belt, Skirt, Gloves, Backpack, Sneakers"
409,22,22,19,0.8636363636363636,"Shoes, Coat, Dress, Jewelry, Jacket, Shorts, Handbag, Blouse, Hoodie, Socks, Sunglasses, Belt, Sandals, Skirt, Boots, Backpack, Sweater, Pants, Shirt, Gloves, Sneakers, Hat","Gloves, Dress, Skirt, Hoodie, Sweater, T-shirt, Belt, Coat, Jacket, Shorts, Blouse, Sandals, Shirt, Pants, Sneakers, Jewelry, Jeans, Scarf, Backpack, Shoes, Sunglasses, Socks","Pants, Gloves, Shoes, Coat, Sandals, Jacket, Shirt, Dress, Sweater, Belt, Skirt, Backpack, Jewelry, Sneakers, Sunglasses, Shorts, Blouse, Socks, Hoodie"
411,2,2,0,0.0,"Sweater, Pants","Gloves, Skirt",
451,12,12,3,0.25,"Jacket, Backpack, Jewelry, Blouse, Pants, Hoodie, Boots, Socks, Skirt, Scarf, T-shirt, Jeans","Gloves, Skirt, Belt, Sweater, Backpack, Coat, Dress, Shorts, Shoes, Sneakers, Handbag, Jewelry","Jewelry, Backpack, Skirt"
452,16,16,11,0.6875,"Skirt, Hat, Sandals, Coat, Blouse, Jeans, Boots, Dress, T-shirt, Handbag, Belt, Gloves, Socks, Jewelry, Hoodie, Sunglasses","Jewelry, Gloves, Scarf, Skirt, Dress, Hoodie, Backpack, Handbag, Sunglasses, Boots, T-shirt, Sweater, Coat, Blouse, Pants, Shorts","Boots, Coat, Skirt, Handbag, T-shirt, Gloves, Dress, Blouse, Hoodie, Jewelry, Sunglasses"
462,16,16,9,0.5625,"Sneakers, Belt, Sunglasses, Skirt, Blouse, Shoes, Sandals, T-shirt, Boots, Jewelry, Shirt, Jeans, Backpack, Jacket, Scarf, Gloves","Gloves, Skirt, Belt, Sweater, Backpack, Coat, Dress, Shorts, Shoes, Sneakers, Handbag, Jewelry, Hoodie, Scarf, Jeans, Pants","Shoes, Belt, Jeans, Skirt, Scarf, Gloves, Backpack, Jewelry, Sneakers"
476,12,12,7,0.5833333333333334,"Sneakers, Hat, Sweater, Shoes, Backpack, Scarf, Hoodie, Boots, Shorts, Handbag, Gloves, Jeans","Gloves, Skirt, Belt, Sweater, Backpack, Coat, Dress, Shorts, Shoes, Sneakers, Handbag, Jewelry","Shoes, Shorts, Handbag, Gloves, Backpack, Sweater, Sneakers"
486,20,20,16,0.8,"Pants, Sweater, Gloves, Sneakers, Shorts, Blouse, T-shirt, Belt, Coat, Sunglasses, Hat, Jacket, Sandals, Socks, Shirt, Boots, Shoes, Backpack, Handbag, Scarf","Backpack, Gloves, Coat, Skirt, Jewelry, Shorts, Handbag, Scarf, Sunglasses, Sweater, Belt, Shoes, Sneakers, Pants, Jeans, Hat, Dress, Jacket, Blouse, Sandals","Shoes, Coat, Belt, Pants, Sandals, Jacket, Shorts, Sneakers, Hat, Scarf, Handbag, Gloves, Backpack, Sweater, Blouse, Sunglasses"
496,6,6,3,0.5,"Handbag, Shoes, Skirt, Scarf, Gloves, Hoodie","Gloves, Skirt, Dress, Sweater, Hoodie, Belt","Hoodie, Gloves, Skirt"
498,20,20,17,0.85,"Shoes, Jeans, Socks, Sweater, Jewelry, Shirt, Backpack, Boots, Pants, Sandals, Belt, Shorts, Jacket, Gloves, Coat, Hat, Hoodie, Handbag, Sneakers, Dress","Sneakers, Belt, Coat, Shorts, Gloves, Shoes, Sandals, Sweater, Dress, Blouse, Skirt, Hoodie, Jacket, Jeans, Pants, Backpack, Sunglasses, Jewelry, Shirt, Hat","Shoes, Coat, Belt, Pants, Sandals, Jacket, Shorts, Jeans, Shirt, Hat, Gloves, Dress, Sweater, Hoodie, Jewelry, Backpack, Sneakers"
